timestamp,count,uniques
2025-11-15T00:00:00Z,7,7
2025-11-16T00:00:00Z,4,3
2025-11-18T00:00:00Z,1,1
2025-11-20T00:00:00Z,8,6
2025-11-21T00:00:00Z,6,1
2025-11-22T00:00:00Z,5,5
2025-11-24T00:00:00Z,1,1
2025-11-26T00:00:00Z,1,1
2025-11-27T00:00:00Z,1,1
